Kingdom;Phylum;Class;Subclass;Order;Family;Genus;Species;Common name; Gestation_days ;Lactation_days;Litter/Clutch size;Weaning_mass_g;Adult_mass_g;OrderC;FamilyC;Name;Female_adult_mass_g;Male_adult_mass_g;Maximum_longevity_y
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;henleyi;Pygmy gerbil; ; ;4; ;9.85;RODENTIA;MURIDAE;Gerbillus_henleyi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;hesperinus;Moroccan gerbil;22.14;27.5;3.3;11;39.9;RODENTIA;MURIDAE;Gerbillus_hesperinus_MURIDAE_RODENTIA; ; ;8.2
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;hoogstraali;Hoogstraal's gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_hoogstraali_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;latastei;Lataste's gerbil; ; ;4.12; ;28.345;RODENTIA;MURIDAE;Gerbillus_latastei_MURIDAE_RODENTIA; ; ;5.908333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;mauritaniae;Mauritanian gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_mauritaniae_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;mesopotamiae;Mesopotamian gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_mesopotamiae_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;muriculus;Darfur gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_muriculus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;nancillus;Sudan gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_nancillus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;nanus;Baluchistan gerbil;21.44196;27.79;4.08; ;28.4;RODENTIA;MURIDAE;Gerbillus_nanus_MURIDAE_RODENTIA; ; ;4.491666667
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;nigeriae;Nigerian gerbil; ; ;4.1; ;29.7;RODENTIA;MURIDAE;Gerbillus_nigeriae_MURIDAE_RODENTIA; ; ;5.908333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;occiduus;Occidental gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_occiduus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;perpallidus;Pale gerbil;20.22;26.6315;4.575;17.23;52.4;RODENTIA;MURIDAE;Gerbillus_perpallidus_MURIDAE_RODENTIA; ; ;5.5
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;poecilops;Large aden gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_poecilops_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;pulvinatus;Rhoads's gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_pulvinatus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;pusillus;Least gerbil; ; ; ; ;12.575;RODENTIA;MURIDAE;Gerbillus_pusillus_MURIDAE_RODENTIA; ; ;0.5
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;pyramidum;Greater egyptian gerbil;22.14;27.5;3.3;11;39.9;RODENTIA;MURIDAE;Gerbillus_pyramidum_MURIDAE_RODENTIA; ; ;8.2
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;rosalinda;Rosalinda gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_rosalinda_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;syrticus;Sand gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_syrticus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;tarabuli;Tarabul's gerbil;22.14;27.06575;3.385;11;39.9;RODENTIA;MURIDAE;Gerbillus_tarabuli_MURIDAE_RODENTIA; ; ;8.2
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;vivax;Vivacious gerbil;21.91392;27.79;4.4; ;27.6;RODENTIA;MURIDAE;Gerbillus_vivax_MURIDAE_RODENTIA; ; ;4.491666667
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Gerbillus;watersi;Waters's gerbil; ; ; ; ; ;RODENTIA;MURIDAE;Gerbillus_watersi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Golunda;ellioti;Indian bush rat; ; ;4.165; ;60.73;RODENTIA;MURIDAE;Golunda_ellioti_MURIDAE_RODENTIA; ; ;2.408333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;aridulus;Arid woodland grammomys; ; ; ; ;37.01;RODENTIA;MURIDAE;Grammomys_aridulus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;buntingi;Bunting's grammomys;24;24.95752;3; ;43.7;RODENTIA;MURIDAE;Grammomys_buntingi_MURIDAE_RODENTIA; ; ;4.416666667
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;caniceps;Gray-headed grammomys; ; ; ; ; ;RODENTIA;MURIDAE;Grammomys_caniceps_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;cometes;Mozambique grammomys;24;23.87;2.95; ;44.35;RODENTIA;MURIDAE;Grammomys_cometes_MURIDAE_RODENTIA; ; ;4.416666667
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;dolichurus;Common grammomys;24;24.95752;3; ;43.7;RODENTIA;MURIDAE;Grammomys_dolichurus_MURIDAE_RODENTIA; ; ;4.416666667
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;gigas;Mount kenya grammomys; ; ; ; ; ;RODENTIA;MURIDAE;Grammomys_gigas_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;ibeanus;East african grammomys; ; ; ; ;41.19;RODENTIA;MURIDAE;Grammomys_ibeanus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;kuru;Eastern rainforest grammomys;25.26188; ;1; ;53;RODENTIA;MURIDAE;Grammomys_kuru_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;macmillani;Macmillan's grammomys; ; ; ; ;37.01;RODENTIA;MURIDAE;Grammomys_macmillani_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;minnae;Ethiopian grammomys; ; ; ; ;35.99;RODENTIA;MURIDAE;Grammomys_minnae_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Grammomys;poensis;Western rainforest grammomys;24.95594; ;1.485; ;51.515;RODENTIA;MURIDAE;Grammomys_poensis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hadromys;humei;Hume's hadromys; ; ; ; ; ;RODENTIA;MURIDAE;Hadromys_humei_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hadromys;yunnanensis;Yunnan hadromys; ; ; ; ; ;RODENTIA;MURIDAE;Hadromys_yunnanensis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Haeromys;margarettae;Margaret's haeromys; ; ; ; ;14.04;RODENTIA;MURIDAE;Haeromys_margarettae_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Haeromys;minahassae;Lowland sulawesi haeromys; ; ; ; ; ;RODENTIA;MURIDAE;Haeromys_minahassae_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Haeromys;pusillus;Sundaic haeromys; ; ; ; ;11.49;RODENTIA;MURIDAE;Haeromys_pusillus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hapalomys;delacouri;Lesser marmoset rat; ; ; ; ;70;RODENTIA;MURIDAE;Hapalomys_delacouri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hapalomys;longicaudatus;Greater marmoset rat; ; ; ; ;70;RODENTIA;MURIDAE;Hapalomys_longicaudatus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Heimyscus;fumosus;Smokey heimyscus; ; ; ; ;17.2;RODENTIA;MURIDAE;Heimyscus_fumosus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hybomys;badius;Cameroon highland hybomys;30.218; ;2.4; ;53.13;RODENTIA;MURIDAE;Hybomys_badius_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hybomys;basilii;Bioko hybomys;30.218; ;2.4; ;53.13;RODENTIA;MURIDAE;Hybomys_basilii_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hybomys;lunaris;Ruwenzori hybomys;30.218; ;2.4; ;53.13;RODENTIA;MURIDAE;Hybomys_lunaris_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hybomys;planifrons;Liberian forest hybomys;30.218; ;2.4; ;51.8;RODENTIA;MURIDAE;Hybomys_planifrons_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hybomys;trivirgatus;West african hybomys; ; ;2.72; ;60.08;RODENTIA;MURIDAE;Hybomys_trivirgatus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hybomys;univittatus;Peters's hybomys;30.218; ;2.4; ;53.13;RODENTIA;MURIDAE;Hybomys_univittatus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hydromys;chrysogaster;Common water rat;36;30;3.8;150;738.085;RODENTIA;MURIDAE;Hydromys_chrysogaster_MURIDAE_RODENTIA; ; ;7.3
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hydromys;habbema;New guinea mountain water rat; ; ; ; ;89.77;RODENTIA;MURIDAE;Hydromys_habbema_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hydromys;hussoni;Husson's water rat; ; ; ; ;103.46;RODENTIA;MURIDAE;Hydromys_hussoni_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hydromys;neobritannicus;New britain water rat; ; ; ; ;685.51;RODENTIA;MURIDAE;Hydromys_neobritannicus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hydromys;shawmayeri;Shaw mayer's water rat; ; ; ; ;68.58;RODENTIA;MURIDAE;Hydromys_shawmayeri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;aeta;Beaded hylomyscus; ; ;4.18; ;22.13;RODENTIA;MURIDAE;Hylomyscus_aeta_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;alleni;Allen's hylomyscus;29.26146; ;3; ;19.97;RODENTIA;MURIDAE;Hylomyscus_alleni_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;baeri;Baer's hylomyscus; ; ; ; ; ;RODENTIA;MURIDAE;Hylomyscus_baeri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;carillus;Angolan hylomyscus; ; ; ; ; ;RODENTIA;MURIDAE;Hylomyscus_carillus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;denniae;Montane hylomyscus; ; ;4.61; ;35.99;RODENTIA;MURIDAE;Hylomyscus_denniae_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;grandis;Mount oku hylomyscus; ; ;4.18; ;22.13;RODENTIA;MURIDAE;Hylomyscus_grandis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;parvus;Lesser hylomyscus; ; ; ; ;14.49;RODENTIA;MURIDAE;Hylomyscus_parvus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hylomyscus;stella;Stella hylomyscus;29.50646; ;3.055; ;19.465;RODENTIA;MURIDAE;Hylomyscus_stella_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hyomys;dammermani;Western hyomys; ; ;1.07;0.94;932.5;RODENTIA;MURIDAE;Hyomys_dammermani_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Hyomys;goliath;Eastern hyomys; ; ;1;753.81;874.37;RODENTIA;MURIDAE;Hyomys_goliath_MURIDAE_RODENTIA; ; ;0.416666667
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Kadarsanomys;sodyi;Javan bamboo rat; ; ;4; ; ;RODENTIA;MURIDAE;Kadarsanomys_sodyi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Komodomys;rintjanus;Nusa tenggara komodomys; ; ; ; ;142.14;RODENTIA;MURIDAE;Komodomys_rintjanus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lamottemys;okuensis;Mount oku lamottemys; ; ; ; ; ;RODENTIA;MURIDAE;Lamottemys_okuensis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leggadina;forresti;Forrest's leggadina; ;30.218;3.5; ;21.94;RODENTIA;MURIDAE;Leggadina_forresti_MURIDAE_RODENTIA; ; ;0.25
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leggadina;lakedownensis;Lakeland downs leggadina;32.4739;30.218;3; ;17.5;RODENTIA;MURIDAE;Leggadina_lakedownensis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leimacomys;buettneri;Buettner's african forest mouse; ; ; ; ;54.99;RODENTIA;MURIDAE;Leimacomys_buettneri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;barbarus;Barbary lemniscomys; ; ;4.61; ;26.175;RODENTIA;MURIDAE;Lemniscomys_barbarus_MURIDAE_RODENTIA; ; ;4.4
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;bellieri;Bellier's lemniscomys; ; ; ; ; ;RODENTIA;MURIDAE;Lemniscomys_bellieri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;griselda;Griselda's lemniscomys; ; ;3.465; ;55.87;RODENTIA;MURIDAE;Lemniscomys_griselda_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;linulus;Senegal lemniscomys; ; ;3.465; ;55.87;RODENTIA;MURIDAE;Lemniscomys_linulus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;macculus;Buffoon lemniscomys; ; ; ; ;26.5;RODENTIA;MURIDAE;Lemniscomys_macculus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;mittendorfi;Mittendorf's lemniscomys; ; ; ; ;41.85;RODENTIA;MURIDAE;Lemniscomys_mittendorfi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;rosalia;Single-striped lemniscomys; ; ;3.465; ;50.515;RODENTIA;MURIDAE;Lemniscomys_rosalia_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;roseveari;Rosevear's lemniscomys; ; ; ; ; ;RODENTIA;MURIDAE;Lemniscomys_roseveari_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;striatus;Typical lemniscomys;25.15;30;4.54;15;42.3;RODENTIA;MURIDAE;Lemniscomys_striatus_MURIDAE_RODENTIA; ; ;4.825
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lemniscomys;zebra;Heuglin's lemniscomys; ; ;4.61; ;26.175;RODENTIA;MURIDAE;Lemniscomys_zebra_MURIDAE_RODENTIA; ; ;4.4
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lenomys;meyeri;Meyer's lenomys; ; ; ; ; ;RODENTIA;MURIDAE;Lenomys_meyeri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lenothrix;canus;Sundaic lenothrix; ; ;2.91; ;150;RODENTIA;MURIDAE;Lenothrix_canus_MURIDAE_RODENTIA; ; ;3.825
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leopoldamys;ciliatus;Sundaic mountain leopoldamys; ; ;1.94; ;308.82;RODENTIA;MURIDAE;Leopoldamys_ciliatus_MURIDAE_RODENTIA; ; ;0.583333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leopoldamys;edwardsi;Edward's leopoldamys; ; ;1.94; ;308.82;RODENTIA;MURIDAE;Leopoldamys_edwardsi_MURIDAE_RODENTIA; ; ;0.583333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leopoldamys;milleti;Millet's leopoldamys; ; ;1.94; ;308.82;RODENTIA;MURIDAE;Leopoldamys_milleti_MURIDAE_RODENTIA; ; ;0.583333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leopoldamys;neilli;Neill's leopoldamys; ; ; ; ; ;RODENTIA;MURIDAE;Leopoldamys_neilli_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leopoldamys;sabanus;Indomalayan leopoldamys; ; ;3.33; ;347.61;RODENTIA;MURIDAE;Leopoldamys_sabanus_MURIDAE_RODENTIA; ; ;2
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leopoldamys;siporanus;Mentawai archipelago leopoldamys; ; ; ; ; ;RODENTIA;MURIDAE;Leopoldamys_siporanus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leporillus;apicalis;Lesser stick-nest rat; ; ; ;138.3;150;RODENTIA;MURIDAE;Leporillus_apicalis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leporillus;conditor;Greater stick-nest rat;38;36;2.2; ;332.5;RODENTIA;MURIDAE;Leporillus_conditor_MURIDAE_RODENTIA; ; ;5.325
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leptomys;elegans;Elegant leptomys; ; ;1.88; ;83.52;RODENTIA;MURIDAE;Leptomys_elegans_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leptomys;ernstmayri;Ernst mayr's leptomys; ; ;1.88; ;63.185;RODENTIA;MURIDAE;Leptomys_ernstmayri_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Leptomys;signatus;Fly river leptomys; ; ;1.88; ;88.095;RODENTIA;MURIDAE;Leptomys_signatus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Limnomys;sibuanus;White-bellied limnomys; ; ; ; ;64.47;RODENTIA;MURIDAE;Limnomys_sibuanus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;ansorgei;Ansorge's brush-furred rat;30.436;12.9222;3.25;13.61;53.61;RODENTIA;MURIDAE;Lophuromys_ansorgei_MURIDAE_RODENTIA; ; ;3.075
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;aquilus;Dark-colored brush-furred rat;30.72018;46.77406;2.305;15.41;56.035;RODENTIA;MURIDAE;Lophuromys_aquilus_MURIDAE_RODENTIA; ; ;0.75
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;brevicaudus;Short-tailed brush-furred rat;30.72018;46.77406;2.305;15.41;56.035;RODENTIA;MURIDAE;Lophuromys_brevicaudus_MURIDAE_RODENTIA; ; ;0.75
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;brunneus;Thomas's ethiopian brush-furred rat;30.72018;46.77406;2.305;15.41;56.035;RODENTIA;MURIDAE;Lophuromys_brunneus_MURIDAE_RODENTIA; ; ;0.75
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;chrysopus;Ethiopian forest brush-furred rat;30.72018;46.77406;2.305;15.41;56.035;RODENTIA;MURIDAE;Lophuromys_chrysopus_MURIDAE_RODENTIA; ; ;0.75
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;eisentrauti;Mount lefo brush-furred rat;30.436;12.9222;3.25;13.61;53.61;RODENTIA;MURIDAE;Lophuromys_eisentrauti_MURIDAE_RODENTIA; ; ;3.075
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;flavopunctatus;Ethiopian buff-spotted brush-furred rat;30.72018;46.77406;2.305;15.41;56.035;RODENTIA;MURIDAE;Lophuromys_flavopunctatus_MURIDAE_RODENTIA; ; ;0.75
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;luteogaster;Buff-bellied brush-furred rat; ; ;1.5; ; ;RODENTIA;MURIDAE;Lophuromys_luteogaster_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;medicaudatus;Western rift brush-furred rat; ; ; ; ; ;RODENTIA;MURIDAE;Lophuromys_medicaudatus_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;melanonyx;Black-clawed brush-furred rat; ; ; ; ;10.2;RODENTIA;MURIDAE;Lophuromys_melanonyx_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;nudicaudus;Fire-bellied brush-furred rat;30.436;12.9222;3;13.61;44.5;RODENTIA;MURIDAE;Lophuromys_nudicaudus_MURIDAE_RODENTIA; ; ;3.075
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;rahmi;Rahm's brush-furred rat; ; ;1.94; ; ;RODENTIA;MURIDAE;Lophuromys_rahmi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;sikapusi;Rusty-bellied brush-furred rat;30.436;12.9222;3.25;13.61;53.61;RODENTIA;MURIDAE;Lophuromys_sikapusi_MURIDAE_RODENTIA; ; ;3.075
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;woosnami;Woosnam's brush-furred rat;32.28326; ;1.735; ;42.14;RODENTIA;MURIDAE;Lophuromys_woosnami_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lophuromys;zena;Zena's brush-furred rat;30.72018;46.77406;2.305;15.41;56.035;RODENTIA;MURIDAE;Lophuromys_zena_MURIDAE_RODENTIA; ; ;0.75
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Lorentzimys;nouhuysi;Long-footed tree mouse; ; ;2.75; ;14.44;RODENTIA;MURIDAE;Lorentzimys_nouhuysi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Macruromys;elegans;Lesser macruromys; ; ; ; ;116.75;RODENTIA;MURIDAE;Macruromys_elegans_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Macruromys;major;Greater macruromys; ; ; ; ;357.25;RODENTIA;MURIDAE;Macruromys_major_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Madromys;blanfordi;Blanford's madromys; ;68.66;2.5; ;14.1;RODENTIA;MURIDAE;Madromys_blanfordi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Malacomys;cansdalei;Cansdale's malacomys; ; ;2.91; ;95.64;RODENTIA;MURIDAE;Malacomys_cansdalei_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Malacomys;edwardsi;Edwards' malacomys; ; ;2.685; ;79.71;RODENTIA;MURIDAE;Malacomys_edwardsi_MURIDAE_RODENTIA; ; ;1.833333333
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Malacomys;longipes;Common malacomys; ; ;2.91; ;95.64;RODENTIA;MURIDAE;Malacomys_longipes_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Mallomys;aroaensis;De vis's mallomys; ; ;1.02;780.77;1410.745;RODENTIA;MURIDAE;Mallomys_aroaensis_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Mallomys;gunung;Alpine mallomys; ; ; ; ;2041.47;RODENTIA;MURIDAE;Mallomys_gunung_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Mallomys;istapantap;Subalpine mallomys; ; ;1.07; ;1990.43;RODENTIA;MURIDAE;Mallomys_istapantap_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Mallomys;rothschildi;Rothschild's mallomys; ; ;1.02;780.77;1157.5;RODENTIA;MURIDAE;Mallomys_rothschildi_MURIDAE_RODENTIA; ; ;
Animalia;Chordata;Mammalia;Eutheria;Rodentia;Muridae;Mammelomys;lanosus;Highland mammelomys; ;20;2.09; ;99.35;RODENTIA;MURIDAE;Mammelomys_lanosus_MURIDAE_RODENTIA; ; ;
